"","denovo54","denovo34","denovo619","denovo612","denovo428","denovo424","denovo997","denovo71","denovo76","denovo672","denovo1254","denovo444","denovo1233","denovo1089","denovo388","denovo464","denovo468","denovo109","denovo108","denovo107","denovo102","denovo1079","denovo92","denovo93","denovo90","denovo91","denovo96","denovo97","denovo98","denovo99","denovo180","denovo6","denovo7","denovo343","denovo344","denovo163","denovo168","denovo1100","denovo577","denovo1443","denovo104","denovo142","denovo147","denovo146","denovo1124","denovo551","denovo556","denovo976","denovo895","denovo897","denovo961","denovo379","denovo810","denovo536","denovo534","denovo532","denovo539","denovo150","denovo2","denovo1358","denovo320","denovo186","denovo121","denovo125","denovo691","denovo547","denovo516","denovo517","denovo73","denovo74","denovo703","denovo705","denovo859","denovo287","denovo357","denovo299","denovo1466","denovo1398","denovo1399","denovo727","denovo877","denovo874","denovo308","denovo1077","denovo263","denovo1663","denovo815","denovo1253","denovo1252","denovo443","denovo244","denovo245","denovo62","denovo69","denovo63","denovo61","denovo60","denovo67","denovo764","denovo837","denovo1025","denovo1651","denovo227","denovo580","denovo596","denovo599","denovo40","denovo42","denovo45","denovo44","denovo49","denovo48","denovo787","denovo789","denovo788","denovo831","denovo201","denovo209","denovo1083","denovo27","denovo26","denovo25","denovo24","denovo23","denovo22","denovo21","denovo20","denovo29","denovo46","denovo1780","denovo956","denovo1568","denovo628","denovo626","denovo627","denovo624","denovo58","denovo59","denovo1224","denovo124","denovo601","denovo602","denovo1355","denovo770","denovo660","denovo1262","denovo471","denovo1621","denovo1626","denovo1092","denovo396","denovo392","denovo398","denovo139","denovo640","denovo135","denovo41","denovo43","denovo1287","denovo1006","denovo132","denovo130","denovo1207","denovo114","denovo115","denovo116","denovo84","denovo87","denovo86","denovo81","denovo89","denovo1115","denovo563","denovo562","denovo565","denovo566","denovo908","denovo4","denovo191","denovo351","denovo681","denovo172","denovo170","denovo546","denovo966","denovo1632","denovo1306","denovo152","denovo37","denovo30","denovo31","denovo32","denovo33","denovo182","denovo1157","denovo529","denovo1817","denovo315","denovo330","denovo333","denovo338","denovo192","denovo193","denovo295","denovo939","denovo1414","denovo184","denovo1066","denovo489","denovo482","denovo480","denovo1","denovo3","denovo5","denovo8","denovo9","denovo413","denovo417","denovo17","denovo255","denovo251","denovo15","denovo238","denovo79","denovo70","denovo75","denovo753","denovo88","denovo1119","denovo235","denovo232","denovo582","denovo586","denovo584","denovo588","denovo16","denovo56","denovo57","denovo53","denovo50","denovo51","denovo19","denovo13","denovo11","denovo14","denovo1336","denovo777","denovo824","denovo826","denovo820","denovo823","denovo1562","denovo160","denovo1008","denovo1009","denovo1553","denovo213","denovo216","denovo219","denovo512","denovo223","denovo1633","denovo35","denovo36","denovo38","denovo794","denovo1214","denovo904","denovo187","denovo1575","denovo1394","denovo630","denovo18","denovo10","denovo1117","denovo1212","denovo406","denovo1104"
"DA01235",12,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,2,0,0,0,67,68,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,14,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,781,51,0,0,0,62,0,0,0,0,0,0,1,0,0,7,2,1,0,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,2,0,16,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,1,0,2,572,50,0,0,0,0,0,0,0,85,0,0,0,29,1,1,0,0,0,1,1,0,1,0,0,3,28,0,0,0,5,74,0,0,4,1,2,1,1,0,0,0,0,0,0,0,0,6,0,0,84,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1
"DA01138",0,0,2,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,2,1,0
"DA01388",0,0,0,0,1,0,1,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,2134,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,9,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,55,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,2,47,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,1,0,0,1,0,549,9,0,0,0,2
"DA00947",0,10,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,78,0,0,8,0,17,0,17,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3878,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,16,0,0,0,0,1,1,0,0,0,0,6,0,19,7,0,0,3,1,0,0,0,1,0,156,0,0,0,40,2,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,21,75,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,12,0,0,0,0,20,29,0,4,0,3,3,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,0,29,0,3,19,0,0,0,10,0,0,0,0,0,37,0,0,0,0,0,11,1,2,0,2,1,14,0,0,4,31,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1
"DA00885",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,60,0,0,8,23,0,0,0,0,90,0,253,3,0,1,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,109,197,0,0,0,1,36,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,5,0,0,3,4,0,27,0,0,0,0,0,2,8,0,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,125,1,5,0,188,57,12,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,490,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,157,0,7,1,0,3,0,0,0,0,0,776,0,3,0,98,0,0,0,0,4,0,0,11,7,0,14,0,0,0,0,0,0,0,98,3,2,1,2,1,0,0,0,0,1,0,1,73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89,2,6,190,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,1,0,0,0,0,1,7,4,0,0,0,0
"DA00850",0,0,2,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1365,1,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,37,1,0,0,2,0,2,0,0,0,1,2,0,1,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,3,1,1,1,0,0,3,0,0,0,0,0,0,0,171,0,0,1,1,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,10,6,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,9,0,0,31,11,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,0,0,1,48,0,0,1,0,0,0,1,0,0,0,0,1,0,17,0
"DA00912",0,0,2,2,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2533,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,92,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,4,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2,0,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,41,1,0,0,2100,0,0,0,0,0,0,0,0,12,0,0,0,20,1,0,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,42,0
"DA01030",0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,109,0,0,14,0,0,0,0,0,0,0,0,0,0,7,2,0,0,3,39,0,21,474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,1,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,634,0,10,0,351,0,0,0,0,0,0,4,1,0,10,0,0,0,0,0,0,0,0,0,43,0,0,0,12,3,0,60,98,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,5,0,8,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"DA01109",0,2,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0
"DA01193",0,19,0,0,3,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,43,1,0,2,90,0,0,0,0,4,1,0,795,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,5,1354,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,1,0,2,2,2,0,0,0,1,0,0,10,6,0,0,12,0,0,60,0,0,0,0,0,0,0,0,0,440,6,12,0,0,0,0,0,0,1,1,1,0,71,0,0,0,0,0,0,62,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,3,0,1,32,0,0,0,0,0,0,7,0,0,0,235,0,22,39,0,0,0,0,0,1,6,0,0,1,0,36,0,0,2,0,0,2,0,16,0,111,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,218,0,0,0,132,0,0,0,0,0,0,8,0,0,5,1,0,0,17,0,0,2,3,2,0,3,0,0,182,61,0,0,236,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,0,4,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1
"DA00997",0,90,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,6,0,0,1,0,0,1,0,0,6,0,2016,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,93,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,91,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,4,2,0,0,8,8,0,0,0,0,0,0,0,10,0,0,0,13,1,0,0,0,0,0,0,1,4,0,52,0,0,0,0,2,0,0,0,9,7,0,0,0,5,0,0,0,0,1542,0,745,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,5,0,0,0,0,0,45,629,1,0,0,0,0,0,0,10,0,0,0,11,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"DA01324",0,13,0,0,0,0,0,3,18,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,528,293,2,4,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,6,0,0,0,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,20,10,81,0,0,0,0,0,0,0,0,126,18,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,25,0,8,0,0,0,2,0,0,0,0,1,3,0,228,0,0,0,0,0,0,0,0,0,0,82,1,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,803,21,0,537,38,0,0,7,0,1,0,0,0,0,7,0,0,0,4,1,0,0,0,0,11,7,0,0,2,27,189,56,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,155,270,0,0,0,0
"DA01119",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,1,0,0,83,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,159,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3061,9,0,0,2,0,0,0,0,0,0,0,0,0,7,0,58,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"DA01313",0,1,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,3,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,1,1,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,1,1,6,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3776,0,5,2,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,81,0,0,3,3,1,3,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,2,0,0,0,0,0,0,0,1,0,3,1,0
"DA00918",312,0,5,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5,0,0,0,62,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,4,0,0,0,0,2,0,0,0,36,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,4,1,0
"DA01311",0,187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,4,0,0,0,0,0,0,0,0,0,0,38,0,6,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,103,1,26,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,0,0,0,110,0,0,0,0
"DA01267",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,1,0,31,0,0,26,86,0,0,0,0,0,0,0,0,0,0,0,0,0,124,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,18,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,204,51,0,0,0,2233,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,1,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,7,120,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,30,2,45,0,0,0,297,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0
"DA00984",0,114,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,3,8,0,0,5,0,0,0,9,0,3,25,0,12,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,44,76,0,3,0,0,0,0,0,0,0,0,3,0,59,0,0,0,36,0,0,0,0,0,0,0,0,61,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,44,1,0,112,3,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,35,22,0,4,0,39,0,0,0,0,0,38,1,0,1,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,263,0,0,0,0,0,0,0,5,0,0,0,0,0
"DA01190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,840,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA00904",697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,264,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,284,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,65,0,0,0,0,0
"DA01320",0,291,2,0,0,1,0,0,0,0,7,0,1,0,1,0,0,0,5,0,3,1,0,0,0,0,42,0,0,0,0,0,63,0,7,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1235,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,6,0,1,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,2,1,13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,63,1,0,0,0,1,0,0,1,0,0,0,2,3,0,0,71,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,132,0,0,0,0,0,0,10,6,0,0,0,0,0,2,1,0,0,7,0,0,1,1097,0,24,0,0,3,0,0,0,0,0,0,0,100,2,0,0,0,0,3,1,0,1,1,0,27,221,0,0,0,128,0,0,0,2,0,1,1,1,0,0,1,1,0,0,2,0,0,0,1,137,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0
"DA00818",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,15,0,174,326,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,296,0,52,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1147,1,0,0,0,0,0,0,0,0,0,555,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,126,77,346,0,2,1,0,23,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,450,249,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,190,0,0,0,0,0,1,1,0,0,178,234,0,0,0,0
