,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
denovo344,0.0,0.00025680534155110427,0.000333000333000333,0.0,0.0,0.0,0.0,0.000314911037631869,0.0,0.0,0.0015079707022834985,0.0,0.0,0.0,0.00028153153153153153,0.0,0.0,0.0,0.0,0.0,0.0,0.0010170353419781336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017356806347632037,0.00021486892995272884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003489183531053733,0.00019821605550049553,0.000597609561752988,0.00023430178069353328,0.0,0.0,0.0005096839959225281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0002613012803762738,0.0,0.0007262164124909223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017740981667652277,0.0,0.0,0.0004233700254022015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013630942238882263,0.0,0.0,0.0,0.00021748586341887777,0.0015552099533437014,0.0,0.0,0.0,0.02173256866888017,0.0,0.0
denovo163,0.0,0.0,0.001998001998001998,0.0,0.0,0.0,0.0,0.000314911037631869,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019920318725099602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024172105390379503,0.0,0.003033367037411527,0.0,0.004292722812755519,0.0,0.0,0.0,0.0,0.0,0.0,0.04326923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004177744018230156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05815923207227555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017793594306049821,0.0007296607077708865,0.0,0.00681044267877412,0.0005686664771111743,0.0,0.0,0.0,0.0008843036109064112,0.0,0.0,0.0,0.041474654377880185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024888003982080635,0.0,0.0,0.0017321016166281756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016759776536312849,0.0004434589800443459,0.0012610340479192938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0006451612903225806,0.00039856516540454366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0002002002002002002,0.002896575225762481,0.06156901688182721,0.0,0.0,0.0,0.0,0.0,0.0005789270551910459,0.0,0.0,0.0,0.0
denovo168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043084877208099956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010168650793650794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04541062801932367,0.0,0.0,0.0009521542489883361,0.0,0.0,0.0026168876482903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016985138004246284,0.0,0.0,0.07416216216216216,0.009558616811920157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001266624445851805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025495750708215297,0.0,0.0,0.0,0.0002244165170556553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01744186046511628,0.006838294448913918,0.0005931198102016608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025220680958385876,0.002670940170940171,0.0,0.0,0.002053388090349076,0.0,0.0,0.0,0.0027533039647577094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027549433459231283,0.0,0.0,0.0,0.0,0.0,0.003453379378391712
denovo1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000877385391533231,0.0,0.0,0.0002802690582959641,0.0,0.0,0.0,0.0,0.0004862630683199611,0.0007289958082741025,0.0,0.0,0.0,0.0,0.0,0.0002479543763947434,0.00021486892995272884,0.0,0.0,0.0,0.00024154589371980676,0.00022686025408348456,0.0005695301376364499,0.0,0.0,0.00018950161076369148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006085501293169025,0.0,0.0,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002037905033625433,0.0,0.0,0.0,0.0,0.00028669724770642203,0.0,0.0,0.0005665722379603399,0.0,0.00023446658851113716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040225261464199515,0.0,0.0,0.0,0.0011350737797956867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008760402978537013,0.0,0.0,0.0,0.0,0.000725689404934688,0.0,0.0,0.0,0.0,0.0,0.0004434589800443459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005402485143165856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019860973187686197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.000246669955599408
denovo577,0.0006954102920723226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017866714311238162,0.0005085176709890668,0.000744047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023803856224708403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020785699438786114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018989745537409798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008932559178204555,0.0,0.00034234851078397807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005931198102016608,0.0,0.0,0.0005675368898978433,0.0,0.0,0.0,0.0,0.0004421518054532056,0.0,0.0,0.0,0.0,0.0,0.001176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004938271604938272,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004887585532746823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.00039856516540454366,0.0,0.0,0.0,0.0,0.0,0.0,0.0004522840343735866,0.0,0.0010432968179447052,0.0,0.0,0.0,0.0,0.0,0.0,0.00022331397945511388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032637075718015666,0.0,0.0,0.0,0.0,0.0,0.0,0.00021934634788330776,0.00019638648860958367,0.0,0.0,0.0,0.0,0.0,0.0,0.00024313153415998054,0.00018224895206852561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004830917874396135,0.00045372050816696913,0.00018984337921214997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015213753232922562,0.0,0.00037023324694557573,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002037905033625433,0.0,0.0,0.00046382189239332097,0.0,0.0,0.0,0.0,0.0005665722379603399,0.0002676659528907923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011013215859030838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008760402978537013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004434589800443459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005402485143165856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007944389275074479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.0
denovo104,0.0,0.0,0.0,0.001557285873192436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006374840628984276,0.0,0.0,0.0,0.0,0.0,0.0011208249271463797,0.00035733428622476324,0.0007627765064836003,0.0,0.0,0.0,0.0,0.03017031630170316,0.0014005602240896359,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.00952154248988336,0.0,0.0,0.00052337752965806,0.0,0.0,0.0007029053420805998,0.0,0.013718561629598836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012263838249917136,0.0,0.0,0.0,0.0,0.0,0.02636958299264105,0.0005893909626719057,0.0,0.0,0.0,0.0,0.00014040999719180006,0.009157509157509158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018989745537409798,0.0,0.0,0.0,0.00198300283286119,0.0,0.0,0.0021868166198063107,0.0,0.0,0.0,0.0,0.0,0.0,0.00034234851078397807,0.0,0.0017152658662092624,0.0,0.026604973973395025,0.0,0.0008944543828264759,0.025341914722445697,0.0,0.0,0.0,0.0,0.00199033266988911,0.0,0.04234527687296417,0.0,0.0,0.03619236489836391,0.0,0.0,0.0,0.0014209591474245115,0.00980392156862745,0.0,0.0,0.016167664670658683,0.0,0.0033250207813798837,0.0,0.0009955201592832255,0.0,0.0,0.0,0.0,0.0,0.16102067751869775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004434589800443459,0.0069356872635561164,0.018162393162393164,0.0,0.0,0.0,0.0,0.0046570702794242165,0.0,0.005506607929515419,0.0,0.0,0.0,0.0005173305742369374,0.0,0.0,0.0007662835249042146,0.0003255208333333333,0.0007178750897343862,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.00980829246544806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008008008008008008,0.0003407735559720566,0.0,0.0,0.0,0.01826881252718573,0.0,0.0028205684530266868,0.0,0.0,0.0,0.0,0.0
denovo142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032637075718015666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020924574209245744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033812341504649195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004222081486172683,0.0,0.0009410288582183187,0.0,0.0,0.0,0.07341622261693309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001156737998843262,0.0,0.0004472271914132379,0.01166532582461786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004957858205255329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004977600796416127,0.0,0.0,0.0,0.0,0.0009930486593843098,0.0,0.13428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016658733936220846,0.0,0.0,0.0,0.0,0.0,0.0022988505747126436,0.0,0.0,0.0,0.0,0.1761290322580645,0.0,0.0,0.0,0.002229157378510923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001703867779860283,0.0,0.0,0.03707012058954891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo147,0.0002318034306907742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,0.00048661800486618007,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.00024154589371980676,0.0,0.00018984337921214997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06334945865008063,0.0,0.023190621814475027,0.0,0.0,0.0,0.0,0.0,0.003243243243243243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004302925989672978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008880994671403197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028669724770642203,0.00025608194622279127,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004472271914132379,0.0,0.0005931198102016608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026529108327192335,0.0004957858205255329,0.0004017677782241864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019928258270227183,0.0,0.0,0.0008916629514043691,0.0,0.0,0.0253723110865968,0.0013568521031207597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020622808826562179,0.00022331397945511388,0.0,0.0,0.0,0.004438440756464685,0.0,0.0,0.0,0.0
denovo146,0.0,0.0,0.0,0.0,0.0,0.002044525215810995,0.0,0.0020469217446071487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011632415664986429,0.0004757373929590866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046860356138706655,0.000691085003455425,0.002909997921430056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029830957905203847,0.0,0.0,0.0,0.0,0.0004302925989672978,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0006868131868131869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00718525460793502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002004008016032,0.000578368999421631,0.0,0.0,0.0,0.0005931198102016608,0.0,0.0,0.0,0.006255331248222917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003948667324777887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004233700254022015,0.0,0.0,0.0,0.0,0.0018170805572380376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021482277121374865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03134666941637451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo1124,0.0002318034306907742,0.0,0.0,0.0,0.0,0.0,0.000211954217888936,0.0,0.0013054830287206266,0.0,0.0,0.0,0.0,0.0,0.0,0.000877385391533231,0.00019638648860958367,0.0,0.0,0.0,0.0,0.0,0.000248015873015873,0.0,0.00018224895206852561,0.0,0.0,0.0,0.0,0.0,0.0004959087527894868,0.00021486892995272884,0.0,0.0,0.0,0.0,0.00045372050816696913,0.0009492168960607499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021621621621621621,0.0,0.0,0.0,0.0004417936823503424,0.0,0.0,0.0003370407819346141,0.0,0.0,0.00019646365422396856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023446658851113716,0.0,0.0002244165170556553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011350737797956867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004982561036372695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047596382674916705,0.0005402485143165856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039721946375372393,0.0,0.00022331397945511388,0.0,0.0,0.0,0.0,0.0,0.0,0.0007168458781362007,0.000493339911198816
denovo551,0.0,0.0,0.0,0.0,0.0,0.0009086778736937755,0.0,0.0,0.0006527415143603133,0.0005609573672400897,0.0,0.0,0.0,0.0,0.0011261261261261261,0.0,0.0,0.0,0.0,0.00022416498542927594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007002801120448179,0.0,0.0,0.0002479543763947434,0.0008594757198109154,0.0,0.0,0.0,0.0,0.0,9.492168960607498e-05,0.00119019281123542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000751503006012024,0.00045641259698767686,0.007077140835102618,0.0,0.0002817695125387433,0.0,0.0,0.0,0.0006629101756711965,0.0,0.0,0.00027839643652561246,0.0,0.0,0.0,0.0,0.0,0.0,0.0004463289444320464,0.0,0.0002808199943836001,0.0016025641025641025,0.0,0.0017761989342806395,0.0,0.0,0.0,0.0,0.0,0.00046382189239332097,0.00018989745537409798,0.00028669724770642203,0.0,0.0,0.0,0.0,0.0,0.0006248047485160887,0.0,0.0,0.0,0.0,0.0,0.0005257623554153522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040225261464199515,0.0,0.0,0.0004930966469428008,0.0005675368898978433,0.0002843332385555871,0.0,0.0,0.0,0.0005895357406042742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005988023952095808,0.0,0.0,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032414910858995136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005370569280343716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004522840343735866,0.0,0.0,0.0,0.0,0.0002002002002002002,0.0003407735559720566,0.00019860973187686197,0.00020622808826562179,0.0,0.00043497172683775554,0.00044434570095534326,0.0,0.0,0.0,0.00030184123151222455,0.0,0.0
denovo556,0.0002318034306907742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002542588354945334,0.000248015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046072333563695,0.00020785699438786114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002044153720359771,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0,0.0002960331557134399,0.0,0.0,0.0,0.0,0.0,0.0,0.00037979491074819596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042265426880811494,0.0,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002843332385555871,0.0,0.0,0.0,0.0002947678703021371,0.0,0.0,0.0,0.0,0.0,0.0,0.0008347245409015025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921549,0.0008798944126704796,0.0,0.0,0.0,0.0,0.0,0.0004476275738585497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003589375448671931,0.0,0.0,0.0,0.00039856516540454366,0.0,0.0,0.0,0.0,0.0,0.0005515719801434088,0.0013568521031207597,0.0,0.0010432968179447052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022217285047767163,0.0,0.0,0.0,0.0,0.0,0.0
denovo976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018698578908002991,0.00021542438604049978,0.0,0.00029761904761904765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002479543763947434,0.0,0.00038774718883288094,0.0007136060894386299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019920318725099602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018008283810552856,0.0,0.0002231644722160232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002037905033625433,0.0,0.0006437768240343348,0.00046382189239332097,0.00037979491074819596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002244165170556553,0.00042265426880811494,0.0,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0009474182851729038,0.0,0.00040225261464199515,0.0005931198102016608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041893590280687055,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004399472063352398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047596382674916705,0.0,0.0,0.0,0.0,0.0004042037186742118,0.0,0.0,0.0,0.0005494505494505495,0.0005370569280343716,0.0,0.0,0.0,0.0,0.00044583147570218456,0.0,0.0,0.0,0.0,0.000878348704435661,0.0,0.0,0.0,0.0,0.0,0.00019860973187686197,0.0,0.0,0.0,0.0,0.0,0.0009648784253184099,0.0,0.0,0.0,0.0
denovo895,0.0002318034306907742,0.0,0.0,0.0,0.0,0.0,0.000211954217888936,0.0,0.0006527415143603133,0.00037397157816005983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000496031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003489183531053733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035385704175513094,0.0,0.0,0.0,0.000281135788585887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018999366687777073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005895357406042742,0.0,0.0004017677782241864,0.0,0.0,0.0,0.0,0.00041736227045075126,0.0,0.0,0.0,0.0,0.002385496183206107,0.0,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004899559039686428,0.0,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019928258270227183,0.000847457627118644,0.0,0.00044583147570218456,0.00146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005299417064122947,0.0,0.0,0.0
