"","Methanobrevibacter_smithii","Rothia_mucilaginosa","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Adlercreutzia_equolifaciens","Collinsella_aerofaciens","Eggerthella_lenta","Eggerthella_unclassified","Gordonibacter_pamelaeae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bacteroidales_bacterium_ph8","Barnesiella_intestinihominis","Odoribacter_splanchnicus","Parabacteroides_distasonis","Parabacteroides_merdae","Parabacteroides_unclassified","Paraprevotella_clara","Paraprevotella_unclassified","Prevotella_copri","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_shahii","Alistipes_unclassified","Enterococcus_faecalis","Enterococcus_faecium","Lactobacillus_casei_paracasei","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_rhamnosus","Pediococcus_acidilactici","Pediococcus_unclassified","Leuconostoc_citreum","Lactococcus_lactis","Streptococcus_australis","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_thermophilus","Streptococcus_vestibularis","Butyricicoccus_pullicaecorum","Clostridiaceae_bacterium_JC118","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_leptum","Clostridium_nexile","Clostridium_perfringens","Clostridium_scindens","Clostridium_symbiosum","Clostridiales_bacterium_1_7_47FAA","Flavonifractor_plautii","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_sp_3_1_31","Eubacterium_ventriosum","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerostipes_unclassified","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_producta","Ruminococcus_gnavus","Ruminococcus_obeum","Ruminococcus_torques","Coprococcus_catus","Coprococcus_comes","Dorea_formicigenerans","Dorea_longicatena","Dorea_unclassified","Lachnospiraceae_bacterium_1_1_57FAA","Lachnospiraceae_bacterium_1_4_56FAA","Lachnospiraceae_bacterium_2_1_58FAA","Lachnospiraceae_bacterium_3_1_46FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1","Lachnospiraceae_bacterium_4_1_37FAA","Lachnospiraceae_bacterium_5_1_57FAA","Lachnospiraceae_bacterium_5_1_63FAA","Lachnospiraceae_bacterium_6_1_63FAA","Lachnospiraceae_bacterium_7_1_58FAA","Lachnospiraceae_bacterium_8_1_57FAA","Lachnospiraceae_bacterium_9_1_43BFAA","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseburia_unclassified","Oscillibacter_sp_KLE_1745","Oscillibacter_unclassified","Clostridium_bartlettii","Peptostreptococcaceae_noname_unclassified","Anaerotruncus_colihominis","Anaerotruncus_unclassified","Faecalibacterium_prausnitzii","Ruminococcaceae_bacterium_D16","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_lactaris","Ruminococcus_sp_5_1_39BFAA","Subdoligranulum_sp_4_3_54A2FAA","Subdoligranulum_unclassified","Coprobacillus_unclassified","Clostridium_ramosum","Erysipelotrichaceae_bacterium_21_3","Erysipelotrichaceae_bacterium_2_2_44A","Erysipelotrichaceae_bacterium_3_1_53","Erysipelotrichaceae_bacterium_5_2_54FAA","Erysipelotrichaceae_bacterium_6_1_45","Eubacterium_biforme","Eubacterium_dolichum","Holdemania_filiformis","Holdemania_unclassified","Turicibacter_unclassified","Acidaminococcus_unclassified","Dialister_invisus","Megasphaera_micronuciformis","Megasphaera_unclassified","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_unclassified","Fusobacterium_nucleatum","Burkholderiales_bacterium_1_1_47","Parasutterella_excrementihominis","Sutterella_wadsworthensis","Bilophila_unclassified","Bilophila_wadsworthia","Citrobacter_unclassified","Escherichia_coli","Escherichia_unclassified","Klebsiella_pneumoniae","Klebsiella_unclassified","Haemophilus_parainfluenzae","Akkermansia_muciniphila"
"PRISM|7486",0,0,0.0484356,0,0,0,0,0,0.0396885,0.0098987,0.0012163,0.0281677,2.88e-05,0.0009456,0,0.0085034,0,0.0001003,0,0,0,0.0004407,0,0.0058109,0,0.0006867,0.0133779,0.0181957,0.0003156,0,0,0,0.0006194,0.0099095,0,0,0,0,0,0,0,0,0,0.0001826,0,6.25e-05,0,0,1.54e-05,0,0,0,0.000131,0.0001264,0.0002014,0,0.0004826,0.0008534,7.3e-06,0.0010232,0,5.85e-05,0.0001186,0,0.0001294,0,0,0.0001918,0.0014088,0,0,5.09e-05,0,0.0003229,0.0013232,0.0276951,0,0.305912,0,0.0004013,0.0083537,0,0.0172401,0,5.4e-06,0.000928,0,0.0042073,0.0423756,0.0027559,0,0.0069435,0.0073512,5.5e-06,0,0.0008433,0.0006453,0,0,0,0,0,0.0061157,0.0014289,8.25e-05,0.0020501,1.98e-05,0.000803,0.0142291,0.0144672,0,0,0.0059802,1.12e-05,0.0003096,0,6.89e-05,0.237163,0,0,0,0,0.0264224,0,0.0020446,7.3e-06,0,0,5.3e-06,0.0001556,0,0,0,0,0,0.0002056,0.0006567,0.0086088,8.1e-05,0,0.0001344,4.54e-05,0,0,5.05e-05,0,0,0,0.0316038,0.0003158,0,0,0.000437,0,0,0,5.51e-05,7.48e-05
"PRISM|7496",0,3.57e-05,0.451831,0,0,0,0,6.34e-05,6.1e-06,0,0.0018626,0.118571,0.0001527,0.000602,0.0001587,0,0,0.0005973,0,0,0,0,0,0.0011172,0,8.74e-05,0,0.0008209,3.34e-05,0,0,0,5.93e-05,0,0.000339,0,0,0,0,0,0.0009108,0,0,0,0,0,0,0,0,0,0,0,0,0.0001389,0,0.0001644,0.0026539,0.0085296,0.0001247,0.0030279,0,0,1.3e-06,0,0,0,0,0.0036694,0,0,2.21e-05,0,0,0.0010536,0,0.0131881,0,0,0,7.84e-05,0,0,0.0050299,0,0.0002971,0,0.0001323,0.0019268,0.0125657,0.0087407,0,0.021029,0.0002428,0,0,0.138772,0.0008026,0.0004356,0.003861,0.0006955,0,2.69e-05,0.0004854,0,0.0002438,0,2.82e-05,0,0,0,0.0076869,0,0.002188,6.43e-05,0.0010716,3.38e-05,6.44e-05,0.0360032,0,0.104743,0,0,0.0369876,0,0.0027576,0,0,8.27e-05,6.04e-05,0.0019621,0,0.0001128,0,0,0.0002343,0.000125,0.0001008,0,0,0,0,0,2.65e-05,6.98e-05,0.0001498,0,0,0,0,0,0,0,0,2.07e-05,0,0,3.43e-05,0
"PRISM|7506",0,5.6e-06,9e-06,0.0128323,9e-07,0,0,0,3.01e-05,0,0.0027257,0.0143373,0.0001806,0.0014782,3.42e-05,9.3e-06,3.4e-06,0.24355,0,0.0107685,0,0.0121006,1.05e-05,0.0002189,0.070188,0.0063246,0.0473558,0.0001336,0.0124769,0,0,0.0072299,9.2e-06,0.0481025,0,0,0,3.59e-05,7.1e-06,0,2.68e-05,0.100038,0,0,0,0,0,0,0,0,1.8e-06,0,0,0.0003346,0.0003028,0,6.69e-05,0.0002817,0,0.0001338,0,0,0.0003977,0.0008149,0.0011432,0,0.000157,0.0110724,1.05e-05,0,0,0,0.0001642,0.0009576,0.0465369,0.0099778,0.0017447,0.0001599,0.0026842,0.0005597,5.3e-06,0,0,0,0,0.0020602,3.57e-05,0.0004791,0.0202057,0.0094867,0.0013227,0.016053,0,0.0124028,0,0,0.0008421,5.72e-05,0.000464,9.45e-05,2.02e-05,0,4.8e-06,0,0.0015692,0,5.4e-06,0,0.0342084,0.000821,0,0.0024668,0.0001643,0.003272,0.0007637,0.0003015,0.000452,0.107568,0.0037963,1.89e-05,0,0.0455113,0.0118698,0,0.0232656,0,0,0.0001469,0,0,6.4e-06,0.0008221,0,0,0.0005649,0.0004288,0.0004896,9.9e-06,5.1e-06,0,0,6.92e-05,0,0.0001175,3.59e-05,1.48e-05,0,0,0,0,0,0,0.0003724,0.0001364,0,0,0.0022315,3.1e-05
"PRISM|7547",0,3.37e-05,1.49e-05,0,1.01e-05,0,0,0,0.0116194,0,0.0206406,0,0.0018994,0.0004735,0.0023911,0.0265347,0.0057424,0.0016044,0,0,1.02e-05,0.0055426,1.2e-05,0.0107706,3.44e-05,4e-06,0.0281908,0.0260448,2.73e-05,0,0,0.0071365,1.63e-05,0.0310238,0,0,0,2.58e-05,0.0008806,0,1.99e-05,0.165404,0.0222745,0,0,0,0,8.4e-06,0,0,0,0,0,0,0.0001444,0,0.0007639,0.0022191,0,0.0001102,0.0001157,0,0.000275,0.000409,0.0327762,0.0001539,0.0007759,0.0004421,1.12e-05,0,0.000299,0.0014728,0.000336,0.0040445,2.28e-05,0.0338511,0.005254,0.0002141,4.9e-06,0.0007616,0.0006386,0,0.000643,0,0,0.008833,0.0011373,0.0015521,0.0389853,0.0198866,0,4.1e-06,1e-06,0.0598676,0,0.0203305,0.0005899,5.6e-06,0.0029353,0.0008468,0.0002167,0.001327,0.0023282,0,0.0034444,0,0.0010009,0,2.6e-05,0,0.0098497,0,0.0434213,1.85e-05,0,0.0003246,0,0.0179681,0.0001576,0.0204151,0,0,0.106156,0.0021704,0.125388,2.35e-05,5.9e-06,5.77e-05,8.74e-05,0.0002551,1.43e-05,0.0002561,0,0,0.001469,0.0001134,0,0,1.29e-05,0,0,0,0,3.1e-06,4.29e-05,0,0.0025199,0.0158518,0,0.0125652,0.0006072,0,8.66e-05,8.8e-05,0.0002877,0,0,0.0007073
"PRISM|7658",0,4.82e-05,0.0257115,0.0061263,0,0,0,0,0.0489832,0.0544943,0.0010595,0.0045815,2.5e-06,0.0010689,9.9e-06,0,0,0.000744,9.22e-05,0,0,0,0.0001199,0.0005863,0.0037179,0.0007897,0.0128759,0.0029274,0.0009381,0,0,0,0,4.66e-05,0,0,0,0,0,0,5e-05,0.0051055,0.000224,0,0,5.9e-06,0,0,9.6e-06,0,4.54e-05,0,0.000247,0.0001372,0.0003609,0.0001961,0.0108913,0.033516,9.73e-05,0.0005164,0,0,0,0.0002276,0.0001701,9.68e-05,1.08e-05,0.0115535,0,0,0,4.12e-05,0.0003935,7.04e-05,0.0109934,0.0180486,0.0036942,0.26208,0.0002386,0,0.0041735,1.69e-05,0.0121691,0,0,7.87e-05,2.73e-05,0.0007415,0.009594,0.0090932,0.0027125,0.0106746,0.0023995,0,0,0,0.0003257,0,0.0015331,0,0,4.06e-05,0.0352628,0,0,0,0,0.000373,9.92e-05,0.0055328,0.0008469,0,9.2e-05,0,0.0005252,0,9.4e-05,0.140558,0,1.54e-05,0,0,0.0617225,0,0.0276447,0.0003473,9.37e-05,0,1.1e-05,0.000508,0,0.0001311,0,0,0,0,0,1.71e-05,0.116855,0,0,0.0006097,0.0010016,0.0026849,0.0093319,0,0.000274,6.21e-05,0,0,0,0,0.0001968,0,0,0,0.0132949,0.0008481
"PRISM|7744",0,0,7.87e-05,0,0,0,0,0,3.47e-05,0,0,0.0259785,0.0002771,0.0006878,0,0.0007759,0.0001244,0.0003486,0,0.0006038,0,0,0.0077261,0.0005251,1.46e-05,0,0.0117249,0.0020945,0.00043,0.0011529,0.0067296,0,0.0036362,0.0098496,0,0.0002642,0.000897,0.0354395,0.0009493,0,0.0040944,0,0.0001187,0.0005664,0,6.17e-05,4.7e-06,0,4.78e-05,0,0,0,0,0.0001469,0,0,0.0001783,0.0002553,0,0.0022925,0,0,0.0001013,0.0015061,0.0380694,0.000164,0.0003206,0.013532,0,0,0,0.0004265,0.0004292,2.4e-05,0,0.049337,0.0004337,0.288153,0,0,0,0,0.0009099,0,0,0,0,0.0001437,0.0126257,0.0686544,0.0030113,0.0155792,0.0092839,0.0068677,0,0.0032504,0.0050258,0,0.0003465,0.000463,0.0004764,0,0.0011773,0,0.0004757,0,0.0001051,0.019152,0.100097,0.0226848,0,0,0.0042703,0,0,0.0013008,0,0.0023308,0.0002944,0,0,0,0.041336,0.0070595,0.0423191,5.73e-05,0,0,0,0,0,3.01e-05,0.0473155,1.15e-05,0.0004688,0,0,8.5e-06,7.38e-05,0,0,0,0,0,4.12e-05,0,6.79e-05,4.3e-05,0,0.0072419,0.0002359,0,0.0004501,0.0001082,0,0,0,0.0158348
"PRISM|7759",0,0,0.108019,0.0009477,0,0,0,0.0015046,0.0599509,0,0,0,4.25e-05,0.0131593,0,3.23e-05,0,0.0001556,0.004233,0,0.0003307,9.31e-05,0,0.0002254,0,0.0002945,0.0013474,0.0043507,0,0,0,0,0.0012377,0,0.0007043,0,0,0,0,0,0,0,0,0,2.59e-05,2.62e-05,0.0001929,0.0020429,1.58e-05,0,0,0,0.0008567,0,9.94e-05,1.67e-05,0.0022259,0.0096536,7.41e-05,0.0711072,5.9e-05,0.0031671,0.001423,0,0.0019082,7.46e-05,0,0,7.97e-05,0,2.8e-05,0,0,0,0,0.0039481,0,0.0398594,0,3.4e-06,0,8.59e-05,0.0006503,0.0006714,0,0,0.0017917,0.0050978,0.0001246,0.0018751,0,0,0,0.057399,0,3.48e-05,0.0026034,0.0007078,0,0,8.36e-05,0.0007134,0.001014,2.98e-05,0.0003334,0.0033004,0.0003856,0.0001496,0.108375,0.0302702,0,0,0,0.0186848,0,0,0,0.120708,0.0046829,0,0,0,0.0771128,0,0.0046436,0.0019068,0.0008561,0,0,0,0,0.0001728,0,0,0.0018955,0,0.0011428,0.0450637,0.124761,2.37e-05,0,0.0036843,4.63e-05,0.0063846,0.0059106,0,0,0,0,0,0,0,0.0025088,0.0013892,0,0,0.00308,3.5e-05
"PRISM|7762",0,2.45e-05,3.6e-05,0,0,0.0001744,0,0,0.0721401,0.0909699,0.0071009,0.0571884,2.84e-05,0.0147786,0,0.0039515,0,1.3e-05,0,0,0,0,0,0.0100168,0,0,0,0.0627029,0,0,0,0,0.0091346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003311,0,0,0.0004396,0.001895,0.000195,0.00061,0,0,0,0,0.0001406,0.0005879,0,0,0,0,0,0,0,0.0035305,0,0.0320256,0.0017373,0.15767,0,0,0,0,0.0001733,0.0004862,0,0,0.0014448,0.0033112,0.0089796,0.0046327,0,0,0.0333554,0.0529186,0,0,0.0101026,0.0006162,0.0031721,0,0,0,0.00017,0,0,0.0110995,0.000548,0,0.00436,0.0031937,0.0074542,0,0.0589259,0.0002925,0.0002305,0,0,0.229172,0,0,0,0,0,0,0.0059405,0.0007983,0.0002051,0.0002681,0,0.0006647,0,0,0,0,0,0,0,0,0.0244816,0,0,2.99e-05,0,0,0,0,0.0013722,0.0001989,0,0,0,0,2.73e-05,0,0,0,0,0
"PRISM|7776",0,3.41e-05,0.330492,0,0,0,0.004961,0,0.0354938,0,0.0009315,0.107642,0.0002863,0.0005847,4.93e-05,0.0005237,0,0,0,0,0.0001263,0,0.0013785,0.0010716,0.00139,3.46e-05,0.0019878,0.000709,0,7.29e-05,0.0008276,0,0,0,0,0,0,0,0,2.65e-05,0,0,0.0003178,2.11e-05,3.3e-05,0.0001685,0,0,0,0,0,0,0,0,0.003171,4.51e-05,0.0121306,0.0293321,0.0007507,0,0,0,2.9e-05,1.09e-05,2.74e-05,0.0002046,0,0.0004501,0,0,1.44e-05,0,0,1.9e-05,0,0.031202,0.0004705,0.0818763,0,0,0,0,0.0019123,0,5.49e-05,0.0022324,0.0001675,0.0148443,0.0118191,0.0538544,0.003404,0,0.0060491,0.0248686,0,0,0.0037674,0.0036669,0.0025356,0,0,8.5e-05,0.0037037,0.0001217,0.0002392,0,7.15e-05,7.58e-05,0.0017244,0.0014758,0,0,0.0002972,0.0131119,0.0034955,0,0,0.0564614,0.003343,0.0095107,0,0,0.105705,0,0.0134282,0,0,0,8.61e-05,0,0,1.13e-05,0,0.0006147,0.0004537,0,7.16e-05,0,0,0,0,0,0,6.94e-05,0.0001078,0,0,0,0,0.0010777,2.84e-05,0,0,0,0,0,0.0019553,0
"PRISM|7791",0,0,4.97e-05,0,0,0,0,0,0.133082,0,0.0069834,0.0455346,0.000121,0.0057407,0.0013375,0.0030439,0.0002968,3.28e-05,0,0,0,0.0017287,0,0.0076928,0,0.000498,0,0.0014881,0.0010755,0,0,0,0.0008311,0,0.000787,0,0,0,0,0,0.0003381,0,0,0.0018976,1.85e-05,4.98e-05,0,0,5.66e-05,0,0,0,0,0,9.83e-05,0,7.69e-05,0.0001878,0,7.34e-05,0,0,0,0.0002286,0.0291625,0.0008001,0.0016804,0.0019578,0,0,1.75e-05,0.0019924,0.0004763,0.000262,0,0.0075326,0,0.0059962,0,0.0164901,0.0008626,0,9.5e-06,0.0107811,0,0,0.0005142,0.0015844,0.0021878,0.131078,0,0.0070828,0.0437355,0.016136,0,0.0505168,0,0.0001116,0.008869,0,0,0.0001487,0.0005739,0,0.0001072,0,0,0,0.0162565,0,0,0,0.0007036,0.0105578,0,9.96e-05,0.0001224,0.0057231,8.76e-05,0,0,0.0340082,0.0943224,0.0696824,0.143018,0.0039957,0.0012284,0.0002756,0.0002436,0.0002219,0.000227,0.0004886,0,0.000265,0.0001608,0.000568,8.24e-05,2.54e-05,0.0445992,9.64e-05,0,0,0,7.9e-06,3.38e-05,0,0,0,0,0,0,0,0.0009313,0.0006519,0,0,0,7.69e-05
"PRISM|7843",0,0,0.248453,0,0.0242806,0.0122812,0,0.0015136,0.0427815,0,0,0.0092293,0,4.27e-05,1.45e-05,0,0,1.66e-05,0,1e-05,0,0,0,0.0002604,0,0,0,0.0024342,0,0,0,0,5.78e-05,0,3.76e-05,0,0,0,0,0,0,0,0,0,0.0003808,2.72e-05,2.99e-05,0,0.0444153,0.000806,0,0,0,0,0,0,7.32e-05,0.0004914,0,0.0001786,1.83e-05,0,0,0,2.49e-05,0.0001944,3.1e-06,0,0,0,0,0,0,0,0,0,0,8.42e-05,0,0,0,0,0,0,0,0,0,0.0013954,5.88e-05,0.0093789,0,0.0424258,0,4.8e-06,0,0,0.0001914,0.0005702,1.59e-05,0,0,0,0,0,0,4.36e-05,0,0,0,0,1.76e-05,0,0,3.92e-05,0,0,0,0.0063957,0,0,0,0,0,0,3.56e-05,2.7e-06,0,0,1.9e-05,0,0,0,0.0003933,0,0,0,0,0.223179,0.0373918,0.0952358,0,0.0856438,0,2.5e-05,0,0,0.0042796,0.0042769,0,8.5e-06,0,0,0.001401,0,0,0,0,2.09e-05
"PRISM|7852",0,0,0.0039318,0,0,0,1.1e-05,0,0.0076281,0.0019223,0.0027957,0.0091429,2.01e-05,0.0018216,1.68e-05,0.0012662,0,0.002375,0,0,0.0015702,0,0.0070041,6.71e-05,0.0908989,0.0004473,0.0095758,0.0101363,0.0004415,0.0019745,0.0068093,0,0,0,0.0034565,0,0,0,0,2.52e-05,0.0007343,0.0051642,0,0,0,0.0682483,0,0,0,0,0,0,0,0,0.0003003,0,0.0002804,0,3.87e-05,0.0109273,0,0.0002615,0.0001259,0,1.75e-05,0,0,0.0016156,0,0,0,0,0,0.0002251,0.0308349,0.0127448,0.0014026,0.100854,0.0004124,0,1.22e-05,0,0.0026944,0,0,0.0007693,0,0.002214,0.0206537,0.0148044,0.0028281,0.0187894,0.0054004,0.0138456,0,0.003255,0.0008126,0.0010103,0.0030646,0,0,0,0.0012091,0.0009609,0.0003433,0,0,0.0001075,0.0256898,0.0124157,0,0,0,0.0036722,0,0,0,0.136868,0.0001306,8.2e-05,0.0122874,0.0057081,0.0335559,0,0.0250537,0,0,0,3.38e-05,0,0,0.000206,0,3.92e-05,0.0015328,0,0,0,0,0,0,0.0005288,9.49e-05,0.000472,0.0007715,0,0,0,0.0029559,0.0017786,0.0011006,0,8.84e-05,1.1e-06,0.231627,0,1.48e-05,0.0004801
"PRISM|7875",0,0,0.0032459,0,0,0,0,0,0.0309516,0.007651,0,0,0,0.0005079,0,0,0,0.0007534,0,0,0,0,0,0,0,0,0,0.0047546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021297,0,0,0.0010661,0,0.0011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017545,0.0070362,0,0,0.0604548,0,0,0,0,0,0.008416,0,0,0.0097712,0,0.0043476,0,0,0.0001632,0,0,0,0,0.171619,0,0.0102546,0,0,0.0087938,0,0,0,0,0.0099955,0,0,0,0.0011031,0.0273448,0,0,0,0,0.0229302,0.0082188,0,0.13667,0,0,0,0,0,0,0.409872,0,0,0,0,0,0,0.0110657,0.0017716,0,0,0,0,0.0086139,0,0,0,0,0,0,0.0019254,0.0049177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073778,0,0,0,0,0.0029246
"PRISM|7897",0,2.74e-05,0.241442,0,0.116219,0,6.5e-06,0,0.137793,0.0472562,0.0014116,0.0364307,7.43e-05,0.0004252,0.0013555,0,0,0,0,0.0003843,0,0,0.0002211,0.0003369,0,3.6e-06,0.0005399,0.0012763,1.61e-05,0,0,0,6.92e-05,0,0,0,0,0.0176522,9.14e-05,0,0.0013275,0,0,0,0.0007543,0.000375,0.0001354,0.0019267,0.0002556,0,0,0,0,0,0,0.0088023,0.0365168,0.0486075,0.0036688,0.0044608,0.0050982,0,0,0,0,0,0,0.000269,0,0,0,0,0,3.77e-05,0.0011282,0.0166213,0.0033572,0.0275713,2.03e-05,0,0.0026265,0,0.001506,0,0,0.0001025,0,0.0002639,0.0046355,0.0047422,0.0019366,0.0136158,0.0100275,0.0269225,0,0.000386,0,0.0005446,3.6e-06,0,0,0,0.0020556,0,3.6e-06,0.0023228,0,0.0002554,0.0039673,0.0048797,0,0,0.0001335,0.0016902,0.001817,0,0,0.0372482,0,0,0,0,0.0205364,0,0.008417,8.09e-05,0,0,0,0,0,0,0.0263704,0,5e-06,2.7e-05,0.0011563,0,0,0,0,0.0009508,0.0005091,0.000976,0.0052615,0,0.0001153,0.0003022,0,0.0001439,0,0,0.0015821,0.0002512,0,8.08e-05,0.0038785,0
"PRISM|7938",0,0,6.73e-05,0,0,0,0,4.12e-05,0.0051485,0,0,0,0,0,0,0,0,6.14e-05,2e-06,0,0,0,0,1.7e-06,0,0,4.84e-05,8.43e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002065,0,0.107795,0.0232981,0,0,0,0,0,0,0,0.001524,0.00943,0,0.0001046,0.003209,0,0,0,0.0197298,0.19702,0,0,0,0.0002171,0.0003566,0.0088785,0.0007764,0.0011417,0,0,0,0.151861,0,0,0,0,0.0005107,0,5.9e-06,0,0.0016327,0.0270068,0.0020081,0.0010402,0,0,0,0.0088741,0,0.0001091,0,0.0001139,0,0,0,0.0040026,0.0040885,3.11e-05,0,0.0088974,0.0096753,0,0.0270333,0,0,0,0,0.0046239,0,0,0,0.0001374,0,3.68e-05,0,0,0,0,0.0004957,0.0015899,0.0010045,0,8.56e-05,0,0,0,0,0.0007722,0,0,0,3.68e-05,0.0002943,0.0139944,0,0.10496,0.0002669,0.0004021,0,0.0142206,0,0,0,0,0,0,0.116117,0.0202688,0,0.0003881,0,0.0829119
"PRISM|7941",0,0,6.82e-05,0,0,0,0,0.0017083,5.79e-05,0,0,0,0,0.0119712,0,1.07e-05,0,5.07e-05,0,0,0,0,0,1.4e-06,0,0,0,0.0001812,0,0,0,0,0,0,3.68e-05,0,0,0,0,0,0,0,0,0,7.4e-05,0.0001599,0,0,7.16e-05,0,0,0,5.12e-05,0,1.11e-05,0,0.0023953,0.0040999,1.13e-05,4.5e-05,0,0,0,0.0057545,0.0026656,0.056635,0.0135839,0,0.123488,0,0.0003996,0.0484119,0.0014467,0.0015576,0,0,0,0.0002484,0,0,0,3.92e-05,0.0001982,0.0006543,0,0,0.0097472,0.337331,9.2e-06,0.0139896,0,0,0,5.6e-06,4e-05,0.0042312,2.2e-06,8.07e-05,0.0026216,0.0205534,0,0.0213042,0.0256393,0,1.58e-05,0.0324711,0,0,0.0001286,0,0.0004355,0,0,0.0081189,0,0,0,7.87e-05,0,0,0,0,0,0,0.0025674,0.0008042,6.01e-05,0,5.59e-05,9.4e-06,0,0.0012457,0,0,0.001869,0,0,4.71e-05,0.106429,3.17e-05,0,0.0020211,0.0003174,0.0009201,0.0065613,0.0189321,0,0,0,0,0,0.0027159,0.0225126,0.0042845,0,0,0.0010196,8.14e-05
"PRISM|7947",0,0,3.11e-05,0,0,0.0058375,0,0,0.000105,0,0,1.83e-05,0,0,0,0,0,6.64e-05,0,0,0,0.0161831,0,0.0493204,0,0,5.9e-06,0.0115414,0.0162993,0,0,0,0,0,0,0,0,0,0,0,0,0.0363954,0,0,2.22e-05,0.0138528,0,0,5.26e-05,0,9.3e-06,0,0,0.0009123,0,0,0.0002149,6.95e-05,0,0.000296,0,0,0,0,0.0581699,0.0040809,0,0,0,0,0,0,0,0,0,0,0,0.0001535,0,0,0,0,0,0.0046663,0,0,0.0009818,0.0054477,4.62e-05,0.0005115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9e-06,0,0,0,0,0,0.0010024,0,0,5.82e-05,0,0,0,0,0,0,0.0001314,0,0.0054706,0,0,0,0,0,0,0,0,0,0,4.24e-05,7.42e-05,0,0.0434167,2.97e-05,0,0.038392,0.0028665,0.0471953,0,0,0.0005494,0,0,0.0001397,0.0003582,0,0.0249956,0,0,0.607805
"PRISM|7948",0,0,0.0491455,0,0.0456722,0,0,0,8.63e-05,0,0,0,0.0002365,0.0140228,0.0006941,1.57e-05,0,0.0037554,0,0,0,0,0,0.0414791,3.96e-05,0,0.0244501,0.0159169,0,0,0,0,0,0,6.08e-05,0,0,0,0,0,0,0,0,0,0,6.57e-05,0,0,5.74e-05,0,6.52e-05,8.49e-05,0.0007673,0,0,0,0.0002564,0.000645,0,0.0089883,0.0002248,0.0009074,0.0004322,0.0003804,0.000738,0.0014607,0.0001459,0,0.000439,0,0.0011257,0.0001267,4.67e-05,0.0002373,0,0,0,0.174173,0,0.0011987,0,0.0007969,0.0009364,0.0040386,0.0006215,0,0.0015679,0.0076232,0.0279245,0.0426625,0,0.0003707,0.0180051,1.4e-05,0,0,0,0,0,0,2.55e-05,0.0228484,9.31e-05,0.0009176,0,0,0.0003439,0,0,0,7.23e-05,0,0,0.0001475,0,0,0,9.28e-05,0,0,0,0,0.140235,0,0.0273341,0.0216624,0.0042844,0.0011371,1.47e-05,0.0011021,0.0148242,0,0,0,0,0,0,3.2e-05,0.174525,0,0,1.5e-05,0,4.53e-05,7.32e-05,0,0,0,0,0.021553,0.0014285,0,0.0111289,0.0022831,0,0,0,0.0001076
"PRISM|7971",0,0,2.41e-05,0.0003062,0,0,0,0,1.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098601,0.0074377,1.92e-05,0.0321004,0.0271886,2.74e-05,0.0009742,0,0,0,1.66e-05,0,0,0.0602857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01e-05,0,0,0,0,0,0,0,0,0,4.54e-05,0,0.0002172,0,0,0,0,1.65e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18e-05,0,0,0,0,0,0.0001138,2.94e-05,0,0,0,0,0,0,6.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.223939,2.28e-05,0,0,0,0,0.15518,0.141175,0.009007,0,0,0,0,0,0.0007923,0.0175949,0.0018903,0.0001644,0.0044188,0,6.4e-06
